Titulo,Reclamação,Status,Data,Localidade
"Se tenho internet, não recebo ligações | Se recebo ligações, não tenho internet"," Parabéns TIM. Depois ficar horas sem sinal ontem no DF, ao voltar, subiu com um novo recurso:Escolha entre receb... ",Não respondida,31/10/2019, Brasília 
Conta cancelada desde 4/10," Em 4/10/2019 foi feita a portabilidade para a CLARO, no entanto, a TIM segue cobrando valores, conforme anexos.<... ",Não respondida,31/10/2019, Porto Alegre 
TROCA DE ENDEREÇO," ESTOU HÁ APROXIMADAMENTE TRÊS MESES TENTANDO ATUALIZAR O MEU ENDEREÇO, SEM SUCESSO.TENTEI PELO SITE (MEU T... ",Não respondida,31/10/2019, Rio de Janeiro 
Cobranças indevidas ao consumidor, Está empresa é um lixo! Funcionários de. Loja que atendem e usam seu CPF para contratar planos sem sua autorização e d... ,Não respondida,31/10/2019, Porto Alegre 
Cobrança Indevida: A TIM Afirma que Contratei Serviços SMS - SQN!!!," Sou cliente pré-pago do ""Timbeta Lab"" já há alguns anos. Fui atraído como muitos pelo plano ser aparentement... ",Não respondida,31/10/2019, São Paulo 
COPIA DO CONTRATO," Boa tardeRealizei a alteração de plano e alteração de data de vencimento, no mês posterior venho um valor total ... ",Não respondida,31/10/2019, Guaíba 
Estorno de valores., É a segunda vez que faço a reclamação do mesmo serviço. Assinei um plano de 27 reais no qual está vindo fatura d... ,Não respondida,31/10/2019, São Paulo 
Ligações Indevidas," Boa Tarde ,Recebo todos os dias ligações de muitos números dizendo que EU estou ligando pra eles,sendo que... ",Não respondida,31/10/2019, São Paulo 
Cobrança indevida, Recebo diariamente ligações da tim do numero 041 996054066 me cobrando faturas em atraso.Já informei diver... ,Não respondida,31/10/2019, Rio de Janeiro 
Portabilidade que não concluída  e gerando trantorno, Há mais de um mês a Tim me ligou oferecendo portabilidade para meu numero e o de minha esposa que estávamos na VIVO. O... ,Não respondida,31/10/2019, Anápolis 
Cobrança," A operadora de telefonia Tim, está me cobrando débitos de telefones que eu nunca utilizei, segundo a atendente Dominiq... ",Não respondida,11/11/2019, Rio de Janeiro 
Liguei várias vezes para cancelar e a Tim desliga ligação, Estou tentando cancelar um plano empresarial (corporativo) a algum tempo e não consegui...uns 20 dias atrás  liguei e ... ,Não respondida,11/11/2019, Macaubal 
Troca de endereço," Há seis meses estou tentando trocar o endereço da minha fatura e o e-mail que recebo a fatura, mas não consigo. Já ten... ",Não respondida,11/11/2019, Belo Horizonte 
Não consigo cancelar meu plano," Estou a mas de 1 ano tentando cancelar o número (11) 949834188 da Tim e não consigo me mandam ligar no *144 , quando l... ",Não respondida,11/11/2019, São Paulo 
Tim Pre A, Acabei de receber uma ligação da TIM oferecendo um produto chamado Tim Pre-A dizendo que eu gasto um valor mais alto d... ,Não respondida,11/11/2019, São Paulo 
Cobrança indevida," Eu tenho 2 planos da TIM, sou cliente há anos e nos últimos 2 meses eu migrei os 2 planos para um novo plano no qual é... ",Não respondida,11/11/2019, Araguari 
Contratação de serviço não autorizado," Recebi SMS a respeito de um serviço que teria sido contratado em minha linha telefônica, com cobrança de valor semanal... ",Não respondida,11/11/2019, Curitiba 
Plano não disponível," No dia 16/10/2019, entrei em ontato pra saber sobre a portabilidade, pois eu ia mudar de operadora por que a outra eta... ",Não respondida,11/11/2019, Rio de Janeiro 
Valores indevidamente," Foi descontado 3xR$42,86,sem minha autorização e sem me consultar. O valor descontado indevidamente. ",Não respondida,11/11/2019, São Paulo 
Cancelamento de plano, No dia 06/11 entrei em contato para solicitar o cancelamento do plano tim express e me ofertaram para trocar o plano p... ,Não respondida,11/11/2019, Curitiba 
EXCLUSÃO DE DEPENDENTE PROCESSANDO DESDE SETEMBRO E NÃO RESOLVEM," Boa tarde! desde o inicio SETEMBRO removi um dependente do meu aplicativo tim, o dependente removido usou mesmo sendo ... ",Não respondida,11/11/2019, Rio de Janeiro 
cobrança indevida," Fiz portabilidade do meu numero TIM para operadora vivo, porem continuo recebendo fatura da Tim, a Tim não tem nenhum ... ",Não respondida,11/11/2019, Uberlândia 
Descaso com o consumidor," No site da empresa aparece dois planos do pós pago, um com plano de fidelidade de 12 meses e um sem plano de fidelidad... ",Não respondida,11/11/2019, Apucarana 
TIM sem sistema para atendimento," Não sei o que acontece com a TIM, praticamente todas as vezes que precisei ligar para atendimento, ou o ""sistema ... ",Não respondida,11/11/2019, Boa Vista 
Fatura com valor dobrado," Entrei no App para pegar o código de barras para pagar minha fatura e quando vejo a mesma esta com o valor dobrado, es... ",Não respondida,11/11/2019, Paulínia 
TROCA DE PLANO," Tenho um plano com a TIM com 3,5 Gb de internet que vem sendo muito pouco para o meu uso. Entrei no site e la tem vári... ",Não respondida,11/11/2019, Curvelo 
Bom dia , Já virei tim beta lab e não da no meu chip pf arruma isso  ,Não respondida,11/11/2019, Sorocaba 
Bloqueio de linha," Faz duas semanas que só tenho surpresas com essa operado,eu paguei a linha e ele falaram que eu não paguei e ainda est... ",Não respondida,11/11/2019, Santa Rita do Sapucaí 
Oferecem plano por um valor e na fatura cobram outro.," Bom dia, No mês 09/2019 recebi uma ligação da Tim informando que eu estava pagando um valor alto em minha ... ",Não respondida,11/11/2019, Gaspar 
Problemas com o pagamento," No mês de setembro tive mais um problema com a operadora e desta vez (a maior delas) tive que relatar, pois a operador... ",Não respondida,11/11/2019, Osasco 
EMPRESA AGE DE MÁ FÉ," Bom, em agosto deste ano recebi uma ligação desta empresa oferecendo portabilidade de operadora. A oferta foi a ... ",Não respondida,11/11/2019, Cubatão 
Erro no valor da cobrança, A linha da minha esposa era Tim Controle e tinha um valor de desconto. O desconto foi retirado sem aviso prévio e ao e... ,Não respondida,11/11/2019, São Gonçalo 
Valor descontado da recarga mas não ativou o plano," Coloquei crédito sábado e hoje já acabou, o valor do plano foi descontado mas não ativado. Eu gostaria do estorno ou d... ",Não respondida,11/11/2019, Carapicuíba 
Cobrança indevida de pacote," Minha esposa não contratou serviços de telefonia, pedimos o ressarcimento que se arrasta por vários dias.P... ",Não respondida,11/11/2019, Santo André 
CREDITOS [Editado pelo Reclame Aqui]S, Coloquei crédito no celular e no.dia seguinte sumiu sem sequer usar. Ontem aconteceu de novo! Coloquei mais 20 reais e... ,Não respondida,11/11/2019, Rio de Janeiro 
Mudança de CPF do Chip sem autorização," Tenho a mesma linha há anos. Na época, foi cadastrado no CPF da minha mãe, pois eu era menor de idade. Já tentei mudar... ",Não respondida,11/11/2019, São Paulo 
mudança de plano sem autorização," houve mudança de plano indevida, sem solicitação e sem autorização da minha parte, ou seja, a tim mudou meu plano por ... ",Não respondida,11/11/2019, Curitiba 
Propaganda enganosa, Fiz a portabilidade para a Tim e me arrependi amargamente. Propaganda enganosa... O Waze não funciona no multimídia do... ,Não respondida,11/11/2019, Carapicuíba 
corte indevido de linha," estou com a linha cortada, nao recebo  e nem consigo realizar ligações, dados moveis bloqueados. Nao tenho conta em at... ",Não respondida,11/11/2019, Curitiba 
Não consigo receber chamada," Quero deixar claro o péssimo serviço prestado pela operadora da Tim, mudei de operadora que a minha era a VIVO e me ar... ",Não respondida,11/11/2019, Divinópolis 
Não consigo alterar o endereço da minha fatura, Mudei de endereço faz 3 meses e desde então estou tentando transferir o endereço da fatura para o novo e até o momento... ,Não respondida,11/11/2019, São Paulo 
TIM LIXO, Bom eu fiz a portabilidade para Nextel e a tim esta me cobrando a dois meses fatura sendo que nao tenho mais numero co... ,Não respondida,11/11/2019, São Paulo 
[Editado pelo Reclame Aqui]!," Após mudança para TIM, venho enfrentando diversos problemas. Logo no início notei que minha internet estava muito lent... ",Não respondida,11/11/2019, São Paulo 
CANCELARAM MEU NÚMERO AO INVÉS DO PLANO," Pedi para cancelar meu plano pois iria usar o tim beta pré pago, mas fizeram a gentileza de cancelar a minha linha, e ... ",Não respondida,11/11/2019, Francisco Morato 
bloqueio dos meus créditos e internet com a conta em dia., infelizmente estou tentando entrar em contato a dias quando atende não tem numero de protocolo e não podem resolver o ... ,Não respondida,11/11/2019, Vespasiano 
Cobrança indevida," Todos os meses é feita uma cobrança indevida em meu saldo de recarga, mesmo sem contratar o serviço NEYMAR JR EXPERIEN... ",Não respondida,11/11/2019, Campo Grande 
COBRANÇA DESCONHECIDA, Recebi uma carta da Tim onde a mesma alega que possuo débitos com ela de uma fatura antiga e que meu nome seria levado... ,Não respondida,11/11/2019, Barueri 
Empresa nao honra vendas e complica a vida do consumidor," Resolvi migrar da Vivo para a Tim unica e exclusivamente devido a uma promoção, que me possibilitaria comprar um celul... ",Não respondida,11/11/2019, Florianópolis 
Mau atendimento da empresa e dos atendentes," Pago um pacote Tim Black, mês passado consumi 100% do meu pacote, então efetuei o pagamento da fatura cinco dias antes... ",Não respondida,11/11/2019, São Paulo 
ALTERAÇÃO DO PLANO SEM SOLICITAÇÃO," A tim me incluiu a um plano onde não solicitei, entrei em contato e informaram que acordei o plano dia 02/08/2019, inf... ",Não respondida,11/11/2019, Curitiba 
Cobranças indevidas sem autorização e benefícios cortados," Há cerca de dois meses os créditos do meu celular estão sendo convertidos em benefícios, que ficam válidos por 10 dias... ",Não respondida,11/11/2019, Toledo 
60 dias de prazo para me antender," Sou cliente pos pago da TIM a 11 anos sempre tendo pago em dia, renovei o plano com a aquisicao de um aparelho, mas o ... ",Não respondida,11/11/2019, Brasília 
Cobrança indevida," ESTOU COM MEUS PAGAMENTOS EM DIA E A TIM NÃO PARA DE ME COBRAR, ESTOU MUITO INSATISFEITA POIS SÃO DIVERSAS LIGAÇÕES DI... ",Não respondida,11/11/2019, Pouso Alegre 
 [Editado pelo Reclame Aqui]  na venda de serviços," Tinha um serviço contratado pela Porto Seguro Conecta, na qual estava bastante satisfeito, mas a tim comprou a operado... ",Não respondida,11/11/2019, São Paulo 
Mudança de plano TIM Black  Familia sem poder incluir outros telefones," A mais de 10 dias realizei mudança de plano para o TIM Black Familia, ocorre que não consigo incluir os dependentes (o... ",Não respondida,11/11/2019, São Paulo 
Plano mensal," Dia 08/11 liguei no SAC solicitando diminuição na quantidade de Gigas disponível no plano, pois uso muito pouco os ser... ",Não respondida,11/11/2019, São Paulo 
Tim não contabiliza pagamento, Tenho um plano tim controle e devido ao tempo de utilização do serviço recebo um bonus no valor da conta para manter o... ,Não respondida,11/11/2019, Belo Horizonte 
FALTA DE AGILIDADE NO ATENDIMENTO AO CLIENTE," consumi toda minha internet, contratei um pacote acidional e a tim na ativou, contratei um diario também nao ativou, t... ",Não respondida,11/11/2019, Curitiba 
Cancelamento de Linha Indevido," Solicitei o cancelamento do Meu Plano Pré-pago pois iniciaria no TIMBETA, porém ao invés de cancelarem o plano, cancel... ",Não respondida,11/11/2019, São Paulo 
Desde Agosto pelo menos tentando mudar de plano e cada hora falam uma coisa e não fazem," Olá, já são 3 ou 4 tentativas por telefone e 1 na loja de alterar meu plano TIM FIXO para apenas chamadas locais.... ",Não respondida,11/11/2019, São Paulo 
Desde Agosto pelo menos tentando mudar de plano e cada hora falam uma coisa e não fazem," Olá, já são 3 ou 4 tentativas por telefone e 1 na loja de alterar meu plano TIM FIXO para apenas chamadas locais.... ",Não respondida,11/11/2019, São Paulo 
Sem sinal de internet," Renovei minha franquia do 27/10, estava com o plano há 12meses nunca fiquei sem internet pois uso a mesma para trabalh... ",Não respondida,11/11/2019, Mauá 
"Corte de linha com as contas em dia, sem solução em 06 dias", Viajei para o exterior ao retornar tentei fazer ligações e escutei gravação que os serviços da minha linha haviam sido... ,Não respondida,11/11/2019, Belo Horizonte 
Debito inevido," acabei de recarregar o meu celular para renovar meu plano, e fizeram debito na minha recarga sem meu consentimento e n... ",Não respondida,11/11/2019, Águas Lindas de Goiás 
PLANO COM APP LIVRES NAO CUMPRIDO / MAU ATENDIMENTO / INCLUSAO DE SERVICOS NAO SOLICITADOS," No ultimo sábado minha franquia simplesmente acabou, sendo que em setembro contratei uma promoção de fidelidade com ma... ",Não respondida,11/11/2019, Canoas 
Acordo não cumprido," Em setembro liguei para o atendimento da TIM e fui muito bem atendida, fiquei surpresa com o acolhimento e como resolv... ",Não respondida,11/11/2019, Bauru 
duas cobrança do mesmo mÊs, no mês de outubro paguei o mês de setembro pelo aplicativo da tim.... em novembro fui paga o mês de outubro e não apar... ,Não respondida,11/11/2019, Morrinhos 
COBRANÇA INDEVIDA," Ola, tenho plano a da Tim há  muitos anos.Até momento eu pagava um plano promocional com desconto de R$15,00, e esse m... ",Não respondida,11/11/2019, Santo André 
Mudança de titularidade," Estou a mais de um mês tentando fazer uma mudança de titularidade da linha, pois preciso do número para trabalhar e a ... ",Não respondida,11/11/2019, Uberlândia 
cobrança indevida e mudança de plano, Bom Dia ! Desde a última sexta feira dia 08-11 tento resolver meu problema e só dizem que o sistema está fora do... ,Não respondida,11/11/2019, Recife 
